pdf_id,dept,from_url,pdf_url
16027,Department of Planning and Development,https://www.cityofchicago.org/city/en/depts/dcd/supp_info/district_annual_reports2011.html,https://www.cityofchicago.org/content/dam/city/depts/dcd/tif/11reports/T_043_StockyardsAnnexAR11.pdf
17249,Department of Water Management,https://www.cityofchicago.org/city/en/depts/water/supp_info/archived_constructionreports/2017_water_sewer_main_projects/February2017.html,https://www.cityofchicago.org/content/dam/city/depts/water/supp_info/arcConRpt/2017construction/feb_2017/20170220_Damen_Wilson_47w.pdf
3769,Department of Procurement Services,https://www.cityofchicago.org/city/en/depts/dps/supp_info/2003_january_bidtabulations.html,https://www.cityofchicago.org/content/dam/city/depts/dps/BidTabs1999to2004/2003BidTabs/Jan/1296RFQ112.1.21.03.pdf
1896,Department of Procurement Services,https://www.cityofchicago.org/city/en/depts/dps/supp_info/2000_august_bid_tabulations.html,https://www.cityofchicago.org/content/dam/city/depts/dps/BidTabs1999to2004/2000BidTabs/Aug/PU91320001.8.4.00.pdf
8372,Office of Budget and Management,https://www.cityofchicago.org/city/en/depts/obm/supp_info/annual-budget-recommendations---documents/2013BudgetHearingOpeningStatements.html,https://www.cityofchicago.org/content/dam/city/depts/obm/supp_info/2013%20Budget/2013BudgetHearingOpeningStatements/MOPD_OpeningStatements2013.pdf
9997,Department of Human Resources,https://www.cityofchicago.org/city/en/depts/dhr/supp_info/administrative_services0600.html,https://www.cityofchicago.org/content/dam/city/depts/dhr/supp_info/JobSpecifications/Administrative/0600_Information_Technology_Series/0604_SENIOR_SYSTEMS_PROGRAMMER.pdf
17474,Department of Finance,https://www.cityofchicago.org/city/en/depts/fin/supp_info/revenue/tax_list/ground_transportationtax.html,https://www.cityofchicago.org/content/dam/city/depts/rev/supp_info/TaxSupportingInformation/January_2002_Info_Bulletin_Ground_Trans.pdf
10067,Department of Human Resources,https://www.cityofchicago.org/city/en/depts/dhr/supp_info/administrative_services0700.html,https://www.cityofchicago.org/content/dam/city/depts/dhr/supp_info/JobSpecifications/Administrative/0700_Public_Information_Series/0790_Public%20Relations%20Coord.pdf
24114,Department of Planning and Development,https://www.cityofchicago.org/city/en/depts/dcd/supp_info/zoning_board_of_appeals.html,https://www.cityofchicago.org/content/dam/city/depts/zlup/Administrative_Reviews_and_Approvals/Agendas/ZBA_September_2014_Minutes.pdf
15580,Department of Planning and Development,https://www.cityofchicago.org/city/en/depts/dcd/supp_info/district_annual_reports2009.html,https://www.cityofchicago.org/content/dam/city/depts/dcd/tif/09reports/T_007_73rdKedzieAR09.pdf
17407,Department of Public Health,https://www.cityofchicago.org/city/en/depts/cdph/supp_info/health-protection/get-the-facts--extreme-cold-and-or-winter-storms.html,https://www.cityofchicago.org/content/dam/city/depts/cdph/emergency_preparedness/ColdWeatherFactSheet_French.pdf
8009,Department of Water Management,https://www.cityofchicago.org/city/en/depts/water/supp_info/archived_constructionreports/2012_water_and_sewermainprojects.html,https://www.cityofchicago.org/content/dam/city/depts/water/supp_info/arcConRpt/2012cnstRpts/sept/20120911_Hamlin_26w.pdf
12841,Department of Business Affairs and Consumer Protection,https://www.cityofchicago.org/city/en/depts/bacp/supp_info/plans_of_operation.html,https://www.cityofchicago.org/content/dam/city/depts/bacp/PlansofOperation/planofoperation1701w79thst.pdf
6791,Department of Procurement Services,https://www.cityofchicago.org/city/en/depts/dps/supp_info/2009_prebid_conferenceattendees.html,https://www.cityofchicago.org/content/dam/city/depts/dps/PreBids/2009PreBids/PreBid72350.pdf
4485,Department of Procurement Services,https://www.cityofchicago.org/city/en/depts/dps/supp_info/2004_november_jobordercontractsjoc.html,https://www.cityofchicago.org/content/dam/city/depts/dps/JOCReleases/2004JOC/2004_NovemberJOC/T26477R73.pdf
5178,Department of Finance,https://www.cityofchicago.org/city/en/depts/fin/supp_info/comprehensive_annualfinancialstatements/2006_financial_statements.html,https://www.cityofchicago.org/dam/city/depts/fin/supp_info/CAFR/2006/Sewer2006.pdf
15501,Department of Planning and Development,https://www.cityofchicago.org/city/en/depts/dcd/supp_info/district_annual_reports2008.html,https://www.cityofchicago.org/content/dam/city/depts/dcd/tif/08reports/T_077_LincolnAvenueAR.pdf
8983,Department of Procurement Services,https://www.cityofchicago.org/city/en/depts/dps/supp_info/2015PreBidandPreSubmittalConferenceAttendees.html,https://www.cityofchicago.org/content/dam/city/depts/dps/PreBids/2015PreBids/PreBid133735_133738_133739_133744.pdf
19907,Department of Water Management,https://www.cityofchicago.org/city/en/depts/water/supp_info/archived_constructionreports/2014-water-and-sewer-main-projects/november2014.html,https://www.cityofchicago.org/content/dam/city/depts/water/supp_info/arcConRpt/2014constructionRpts/November/20141104_Stewart_06w.pdf
16774,Department of Planning and Development,https://www.cityofchicago.org/city/en/depts/dcd/supp_info/2016TIFAnnualReports.html,https://www.cityofchicago.org/content/dam/city/depts/dcd/tif/16reports/T_037_RiverSouthAR16.pdf
12325,Department of Animal Care and Control,https://www.cityofchicago.org/city/en/depts/cacc/supp_info/cacc_data_statistics.html,https://www.cityofchicago.org/content/dam/city/depts/cacc/PDFiles/november_2016.pdf
6128,Department of Procurement Services,https://www.cityofchicago.org/city/en/depts/dps/supp_info/2008_august_job_ordercontractsjoc.html,https://www.cityofchicago.org/content/dam/city/depts/dps/JOCReleases/2008JOC/2008_AugustJOC/15878_6.pdf
17093,Department of Water Management,https://www.cityofchicago.org/city/en/depts/water/supp_info/archived_constructionreports/2014-water-and-sewer-main-projects/february2014.html,https://www.cityofchicago.org/content/dam/city/depts/water/supp_info/arcConRpt/2014constructionRpts/February/20140206_Wentworth_21w.pdf
1138,Department of Streets and Sanitation,https://www.cityofchicago.org/city/en/depts/streets/provdrs/streets_san/svcs/street_sweeping.html,https://www.cityofchicago.org/content/dam/city/depts/streets/supp_info/2017StreetSweepingSchedules/50th.pdf
8833,Office of Budget and Management,https://www.cityofchicago.org/city/en/depts/obm/supp_info/annual-budget-recommendations---documents/2015-budget-hearing-opening-statements.html,https://www.cityofchicago.org/content/dam/city/depts/obm/supp_info/2015Budget/Budget_Hearing_Statements_MBE_WBE_Org/038_Statement_MBE_WBE_Org_2015.pdf
1507,Department of Finance,https://www.cityofchicago.org/city/en/depts/fin/provdrs/centralized_invoiceprocessing.html,https://www.cityofchicago.org/content/dam/city/depts/fin/supp_info/CIP/ContractsInScopeforCIP.pdf
15162,Department of Planning and Development,https://www.cityofchicago.org/city/en/depts/dcd/supp_info/district_annual_reports2007.html,https://www.cityofchicago.org/content/dam/city/depts/dcd/tif/07reports/T_106_EnglewoodAR07.pdf
4728,Department of Procurement Services,https://www.cityofchicago.org/city/en/depts/dps/supp_info/2005_emergency_authorizations.html,https://www.cityofchicago.org/content/dam/city/depts/dps/Emergency/2005Emergencies/August/8092005Concrete.pdf
4862,Department of Procurement Services,https://www.cityofchicago.org/city/en/depts/dps/supp_info/2005_may_job_ordercontractsjoc.html,https://www.cityofchicago.org/content/dam/city/depts/dps/JOCReleases/2005JOC/2005_MayJOC/T26463R219.pdf
15160,Department of Planning and Development,https://www.cityofchicago.org/city/en/depts/dcd/supp_info/district_annual_reports2007.html,https://www.cityofchicago.org/content/dam/city/depts/dcd/tif/07reports/T_153_ElstonArmstrongAR07.pdf
17606,Department of Human Resources,https://www.cityofchicago.org/city/en/depts/dhr/supp_info/health_welfare_services3000.html,https://www.cityofchicago.org/content/dam/city/depts/dhr/supp_info/JobSpecifications/HealthWelfare/3000_Human_Relations_Series/3047_Senior%20Companion.pdf
13166,Department of Business Affairs and Consumer Protection,https://www.cityofchicago.org/city/en/depts/bacp/supp_info/plans_of_operation.html,https://www.cityofchicago.org/content/dam/city/depts/bacp/PlansofOperation/planofoperation1750nclark.pdf
4798,Department of Procurement Services,https://www.cityofchicago.org/city/en/depts/dps/supp_info/2005_january_jobordercontractsjoc.html,https://www.cityofchicago.org/content/dam/city/depts/dps/JOCReleases/2005JOC/2005_JanuaryJOC/T26463R218.pdf
4466,Department of Procurement Services,https://www.cityofchicago.org/city/en/depts/dps/supp_info/2004_november_jobordercontractsjoc.html,https://www.cityofchicago.org/content/dam/city/depts/dps/JOCReleases/2004JOC/2004_NovemberJOC/6072R26NOV.pdf
2445,Department of Procurement Services,https://www.cityofchicago.org/city/en/depts/dps/supp_info/2002_september_bidtabulations.html,https://www.cityofchicago.org/content/dam/city/depts/dps/BidTabs1999to2004/2000BidTabs/Sep/C031000003.9.12.00.pdf
22665,Department of Buildings,https://www.cityofchicago.org/city/en/depts/bldgs/supp_info/committee_on_standardsandtests.html,https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/AlternativeCodeApproval/STDecisionsFebruary2017.pdf
25210,Department of Transportation,https://www.cityofchicago.org/city/en/depts/cdot/provdrs/construction_information/svcs/commercial_refusecontainerpermits.html,https://www.cityofchicago.org/content/dam/city/depts/cdot/general/CRC_location_spreadsheet_instructions.pdf
7097,Department of Procurement Services,https://www.cityofchicago.org/city/en/depts/dps/supp_info/2010_prebid_conferenceattendees.html,https://www.cityofchicago.org/content/dam/city/depts/dps/PreBids/2010PreBids/PreBid76229.pdf
6401,Department of Procurement Services,https://www.cityofchicago.org/city/en/depts/dps/supp_info/2008_november_jobordercontractsjoc.html,https://www.cityofchicago.org/content/dam/city/depts/dps/JOCReleases/2008JOC/2008_NovemberJOC/9910_56.pdf
15857,Department of Planning and Development,https://www.cityofchicago.org/city/en/depts/dcd/supp_info/district_annual_reports2010.html,https://www.cityofchicago.org/content/dam/city/depts/dcd/tif/10reports/T_068_RooseveltUnionAR10.pdf
4208,Department of Procurement Services,https://www.cityofchicago.org/city/en/depts/dps/supp_info/2007_emergency_authorizations0.html,https://www.cityofchicago.org/content/dam/city/depts/dps/Emergency/2004Emergencies/March/031104waterInvensys.pdf
22885,Department of Business Affairs and Consumer Protection,https://www.cityofchicago.org/city/en/depts/bacp/supp_info/medallion_owner_information.html,https://www.cityofchicago.org/content/dam/city/depts/bacp/publicvehicleinfo/medallionowners/newtaxilaws07242014.pdf
7145,Commission on Human Relations,https://www.cityofchicago.org/city/en/depts/cchr/supp_info/2010_rulings.html,https://www.cityofchicago.org/content/dam/city/depts/cchr/DataPortalDocs/08P068Feb172010.pdf
14035,Department of Innovation and Technology,https://www.cityofchicago.org/city/en/depts/doit/supp_info/community_maps.html,https://www.cityofchicago.org/content/dam/city/depts/doit/general/GIS/Chicago_Maps/Community_Areas/CA_WEST_LAWN.pdf
7286,Department of Procurement Services,https://www.cityofchicago.org/city/en/depts/dps/supp_info/2011_job_order_contractsjoc.html,https://www.cityofchicago.org/content/dam/city/depts/dps/JOCReleases/2011JOC/14256rel191.pdf
26702,None,https://www.cityofchicago.org/city/en/sites/committeeonthebudget/home/previous-notices---agendas.html,https://www.cityofchicago.org/content/dam/city/sites/committeeonthebudget/agendas/2016%20agendas/Joint-July-6th-7th.pdf
15659,Department of Planning and Development,https://www.cityofchicago.org/city/en/depts/dcd/supp_info/district_annual_reports2009.html,https://www.cityofchicago.org/content/dam/city/depts/dcd/tif/09reports/T_116_LawrencePulaskiAR09.pdf
5686,Department of Procurement Services,https://www.cityofchicago.org/city/en/depts/dps/supp_info/2007_july_job_ordercontractsjoc.html,https://www.cityofchicago.org/content/dam/city/depts/dps/JOCReleases/2007JOC/2007_JulyJOC/9536_33.pdf
6121,Department of Procurement Services,https://www.cityofchicago.org/city/en/depts/dps/supp_info/2008_august_job_ordercontractsjoc.html,https://www.cityofchicago.org/content/dam/city/depts/dps/JOCReleases/2008JOC/2008_AugustJOC/15034_32.pdf
24750,Board of Ethics,https://www.cityofchicago.org/city/en/depts/ethics/provdrs/reg/svcs/view_other_requireddisclosures2.html,https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Required/2014/DCASE-020414REQ.pdf
3275,Department of Procurement Services,https://www.cityofchicago.org/city/en/depts/dps/supp_info/2002_january_bidtabulations.html,https://www.cityofchicago.org/content/dam/city/depts/dps/BidTabs1999to2004/2002BidTabs/Jan/B17656104.1.8.02.pdf
10819,Board of Ethics,https://www.cityofchicago.org/city/en/depts/ethics/supp_info/ao-outsideemploy.html,https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Deck%20Chairs/NerFid/93014.Q.pdf
26108,Department of Human Resources,https://www.cityofchicago.org/city/en/depts/dhr/supp_info/Job_Specification_Alpah_Order.html,https://www.cityofchicago.org/content/dam/city/depts/dhr/supp_info/JobSpecifications/JobSpecName/HUMAN-RELATIONS-SPECIALIST-I_3095.pdf
16372,Department of Planning and Development,https://www.cityofchicago.org/city/en/depts/dcd/supp_info/district-annual-reports--2014-.html,https://www.cityofchicago.org/content/dam/city/depts/dcd/tif/14reports/T_174_67thWentworthAR14.pdf
8758,Commission on Human Relations,https://www.cityofchicago.org/city/en/depts/cchr/supp_info/2014Rulings.html,https://www.cityofchicago.org/content/dam/city/depts/cchr/DataPortalDocs/13P070Dec172014.pdf
9939,Department of Human Resources,https://www.cityofchicago.org/city/en/depts/dhr/supp_info/administrative_services0300.html,https://www.cityofchicago.org/content/dam/city/depts/dhr/supp_info/JobSpecifications/Administrative/0300_General_Administrative_Series/0379_Dir%20Of%20Administration.pdf
15220,Department of Planning and Development,https://www.cityofchicago.org/city/en/depts/dcd/supp_info/district_annual_reports2007.html,https://www.cityofchicago.org/content/dam/city/depts/dcd/tif/07reports/T_068_RooseveltUnionAR07.pdf
25988,Department of Human Resources,https://www.cityofchicago.org/city/en/depts/dhr/supp_info/Job_Specification_Alpah_Order.html,https://www.cityofchicago.org/content/dam/city/depts/dhr/supp_info/JobSpecifications/JobSpecName/FIELD-SUPVSR-I-PARKING-ENFORCEMENT_7481.pdf
17875,None,https://www.cityofchicago.org/city/en/narr/misc/jobs/jobtrends.html,https://www.cityofchicago.org/content/dam/city/progs/emp/What_will_be_the_hot_jobs_of_2018.pdf
16790,Department of Planning and Development,https://www.cityofchicago.org/city/en/depts/dcd/supp_info/2016TIFAnnualReports.html,https://www.cityofchicago.org/content/dam/city/depts/dcd/tif/16reports/T_158_WeedFremontAR16.pdf
17484,Department of Finance,https://www.cityofchicago.org/city/en/depts/fin/supp_info/revenue/tax_form_list/ground_transportationtaxforms.html,https://www.cityofchicago.org/content/dam/city/depts/rev/supp_info/TaxForms/2009TaxForms/GroundTransportationTax.pdf
15569,Department of Planning and Development,https://www.cityofchicago.org/city/en/depts/dcd/supp_info/district_annual_reports2009.html,https://www.cityofchicago.org/content/dam/city/depts/dcd/tif/09reports/T_136_47thStateAR09.pdf
23943,Department of Planning and Development,https://www.cityofchicago.org/city/en/depts/dcd/supp_info/zba-decision---1987-present.html,https://www.cityofchicago.org/content/dam/city/depts/zlup/Administrative_Reviews_and_Approvals/Publications/ZBAsignedresolutions/1987_12DEC_signed_resolutions_OCR.pdf
4192,Department of Procurement Services,https://www.cityofchicago.org/city/en/depts/dps/supp_info/2007_emergency_authorizations0.html,https://www.cityofchicago.org/content/dam/city/depts/dps/Emergency/2004Emergencies/March/RenamedAlumSulfates/03082004AlumSulfate1.pdf
26814,None,https://www.cityofchicago.org/cityarchives/procurement/auctions/auctionmarch042006/trucks1441_1460.html,https://www.cityofchicago.org/cityarchives/procurement/auctions/auctionmarch042006/Lot1450.pdf
19585,Department of Planning and Development,https://www.cityofchicago.org/city/en/depts/dcd/supp_info/nature_areas_directory.html,https://www.cityofchicago.org/content/dam/city/depts/zlup/Sustainable_Development/Publications/Chicago_Nature_and_Wildlife_Plan/Calumet_West_Shore_and_Gull_Island.pdf
185,Department of Procurement Services,https://www.cityofchicago.org/city/en/depts/dps/provdrs/contract/svcs/current_bid_opportunities.html,https://www.cityofchicago.org/content/dam/city/depts/dps/ContractAdministration/Addendum/2017Addendum/Spec389009Addendum1.pdf
11599,Department of Water Management,https://www.cityofchicago.org/city/en/depts/water/supp_info/archived_constructionreports/2017_water_sewer_main_projects/April2017.html,https://www.cityofchicago.org/content/dam/city/depts/water/supp_info/arcConRpt/2017construction/apr_2017/20170425_Francisco4_32w.pdf
18802,Department of Innovation and Technology,https://www.cityofchicago.org/city/en/depts/doit/supp_info/list_of_contractors.html,https://www.cityofchicago.org/content/dam/city/depts/doit/general/contractor_reports/2007/09_September2007.pdf
5441,Department of Procurement Services,https://www.cityofchicago.org/city/en/depts/dps/supp_info/2006_prebid_conferenceattendeesjulythrudecember.html,https://www.cityofchicago.org/content/dam/city/depts/dps/PreBids/2006PreBids/40164Prebid.pdf
9213,Department of Procurement Services,https://www.cityofchicago.org/city/en/depts/dps/supp_info/2016PreBidPreSubmittalConferenceAttendees.html,https://www.cityofchicago.org/content/dam/city/depts/dps/PreBids/2016PreBids/PreBid201324.pdf
24801,Board of Ethics,https://www.cityofchicago.org/city/en/depts/ethics/provdrs/reg/svcs/view_other_requireddisclosures2.html,https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Disclosures-Required/CurranP-111014REQ.pdf
11729,Department of Water Management,https://www.cityofchicago.org/city/en/depts/water/supp_info/archived_constructionreports/2015_water_and_sewer_projects/august2015.html,https://www.cityofchicago.org/content/dam/city/depts/water/supp_info/arcConRpt/2015construction/August%202015/20150805_Oakley_Claremont_Roscoe_47w.pdf
3197,Department of Procurement Services,https://www.cityofchicago.org/city/en/depts/dps/supp_info/2002_february_bidtabulations.html,https://www.cityofchicago.org/content/dam/city/depts/dps/BidTabs1999to2004/2002BidTabs/Feb/B17456706A.2.27.02.pdf
5928,Department of Procurement Services,https://www.cityofchicago.org/city/en/depts/dps/supp_info/2007_pre-bid_conferenceattendeesjanuarythrujune.html,https://www.cityofchicago.org/content/dam/city/depts/dps/PreBids/2007PreBids/PreBid53853.pdf
1884,Department of Procurement Services,https://www.cityofchicago.org/city/en/depts/dps/supp_info/2000_august_bid_tabulations.html,https://www.cityofchicago.org/content/dam/city/depts/dps/BidTabs1999to2004/2000BidTabs/Aug/C075000005.8.11.00.pdf
25016,Chicago Police Board,https://www.cityofchicago.org/city/en/depts/cpb/auto_generated/police_discipline_archives.html,https://www.cityofchicago.org/content/dam/city/depts/cpb/PoliceDiscipline/14PB2855.pdf
12889,Department of Business Affairs and Consumer Protection,https://www.cityofchicago.org/city/en/depts/bacp/supp_info/plans_of_operation.html,https://www.cityofchicago.org/content/dam/city/depts/bacp/PlansofOperation/planofoperation6859sloomis.pdf
11665,Commission on Human Relations,https://www.cityofchicago.org/city/en/depts/cchr/supp_info/attorney_representation.html,https://www.cityofchicago.org/content/dam/city/depts/cchr/AdjSupportingInfo/Legal Assistance Information.pdf
21021,Department of Business Affairs and Consumer Protection,https://www.cityofchicago.org/city/en/depts/bacp/supp_info/taxi_industry_notices.html,https://www.cityofchicago.org/content/dam/city/depts/bacp/publicvehicleinfo/taxiindustrynotices/EarlyBirdWAVTaxiIncentiveGuidelines51716.pdf
20413,Department of Human Resources,https://www.cityofchicago.org/city/en/depts/dhr/supp_info/operation_constructionservices7600series.html,https://www.cityofchicago.org/content/dam/city/depts/dhr/supp_info/JobSpecifications/OperationConstruction/7600_Hoisting_and_Conveying_Operation_Series/7634_FOREMAN_OF_HOISTING_ENGINEERS-MECHANICS.pdf
16464,Department of Planning and Development,https://www.cityofchicago.org/city/en/depts/dcd/supp_info/district-annual-reports--2014-.html,https://www.cityofchicago.org/content/dam/city/depts/dcd/tif/14reports/T_100_OhioWabashAR14.pdf
22290,Department of Planning and Development,https://www.cityofchicago.org/city/en/depts/dcd/supp_info/special_service_areasandproviderlist.html,https://www.cityofchicago.org/content/dam/city/depts/dcd/ssa/2010SSAaudits/ssa14.pdf
2861,Department of Procurement Services,https://www.cityofchicago.org/city/en/depts/dps/supp_info/2001_march_bid_tabulations.html,https://www.cityofchicago.org/content/dam/city/depts/dps/BidTabs1999to2004/2001BidTabs/Mar/C968010018.3.19.01.pdf
21897,Office of the Mayor,https://www.cityofchicago.org/city/en/depts/mayor/supp_info/office-of-new-americans/sanctuary-city-supportive-resources.html,https://www.cityofchicago.org/content/dam/city/depts/mayor/Office%20of%20New%20Americans/PDFs/WelcomeCityOrdinance.pdf
25590,Department of Human Resources,https://www.cityofchicago.org/city/en/depts/dhr/supp_info/Job_Specification_Alpah_Order.html,https://www.cityofchicago.org/content/dam/city/depts/dhr/supp_info/JobSpecifications/JobSpecName/ASSOCIATE_COMPLIANCE_OFFICER_1368.pdf
18834,Department of Business Affairs and Consumer Protection,https://www.cityofchicago.org/city/en/depts/bacp/supp_info/livery_owners_information.html,https://www.cityofchicago.org/content/dam/city/depts/bacp/publicvehicleinfo/liveryowners/FinalPartyBus9-114Amendments42817.pdf
11900,Department of Planning and Development,https://www.cityofchicago.org/city/en/depts/dcd/supp_info/tif/belmont_cicero_tif.html,https://www.cityofchicago.org/content/dam/city/depts/dcd/tif/T_082_SeniorSuitesKelvynParkCL.pdf
26243,Department of Human Resources,https://www.cityofchicago.org/city/en/depts/dhr/supp_info/Job_Specification_Alpah_Order.html,https://www.cityofchicago.org/content/dam/city/depts/dhr/supp_info/JobSpecifications/JobSpecName/NEIGHBORHOOD-HEALTH-CENTER-ADMINISTRATOR-II_3473.pdf
25983,Department of Human Resources,https://www.cityofchicago.org/city/en/depts/dhr/supp_info/Job_Specification_Alpah_Order.html,https://www.cityofchicago.org/content/dam/city/depts/dhr/supp_info/JobSpecifications/JobSpecName/FIELD-SANITATION-SPECIALIST_8104.pdf
9911,Department of Human Resources,https://www.cityofchicago.org/city/en/depts/dhr/supp_info/administrative_services0300.html,https://www.cityofchicago.org/content/dam/city/depts/dhr/supp_info/JobSpecifications/Administrative/0300_General_Administrative_Series/0306_ASSISTANT_DIRECTOR.pdf
19223,Department of Water Management,https://www.cityofchicago.org/city/en/depts/water/supp_info/archived_constructionreports/2017_water_sewer_main_projects/May2017.html,https://www.cityofchicago.org/content/dam/city/depts/water/supp_info/arcConRpt/2017construction/may_2017/20170510_Michigan5.pdf
13799,Department of Planning and Development,https://www.cityofchicago.org/city/en/depts/dcd/supp_info/community_area_2000censusprofiles.html,https://www.cityofchicago.org/content/dam/city/depts/zlup/Zoning_Main_Page/Publications/Census_2000_Community_Area_Profiles/PDF_49.pdf
810,Board of Ethics,https://www.cityofchicago.org/city/en/depts/ethics/provdrs/reg/svcs/alderrecusals.html,https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2011/8-468-Burke.pdf
17290,Department of Business Affairs and Consumer Protection,https://www.cityofchicago.org/city/en/depts/bacp/sbc/financial_resourceshome.html,https://www.cityofchicago.org/content/dam/city/depts/bacp/Small%20Business%20Center/20161012seedchicago.pdf
14052,Department of Business Affairs and Consumer Protection,https://www.cityofchicago.org/city/en/depts/bacp/supp_info/condominium_ordinanceinformation.html,https://www.cityofchicago.org/content/dam/city/depts/bacp/Consumer Information/condominiumordtenantsrightsnotice012012.pdf
20999,Department of Business Affairs and Consumer Protection,https://www.cityofchicago.org/city/en/depts/bacp/supp_info/taxi_industry_notices.html,https://www.cityofchicago.org/content/dam/city/depts/bacp/publicvehicleinfo/taxiindustrynotices/ChiTopCabbie06292016.pdf
2520,Department of Procurement Services,https://www.cityofchicago.org/city/en/depts/dps/supp_info/2001_april_bid_tabulations.html,https://www.cityofchicago.org/content/dam/city/depts/dps/BidTabs1999to2004/2001BidTabs/Apr/B16702701.4.4.01.pdf
9850,Commission on Human Relations,https://www.cityofchicago.org/city/en/depts/cchr/supp_info/administrative_hearings.html,https://www.cityofchicago.org/content/dam/city/depts/cchr/AdjSupportingInfo/NoticeofFilingandCertificateofServices.pdf
21868,Department of Planning and Development,https://www.cityofchicago.org/city/en/depts/dcd/supp_info/tif/roosevelt_union_tif.html,https://www.cityofchicago.org/content/dam/city/depts/dcd/tif/T_068_UICRDA.pdf
21635,Department of Planning and Development,https://www.cityofchicago.org/city/en/depts/dcd/supp_info/proposed_and_recentlydesignatedlandmarkstaffreports.html,https://www.cityofchicago.org/content/dam/city/depts/zlup/Historic_Preservation/Publications/Rees_Harriet_F_House.pdf
425,Department of Transportation,https://www.cityofchicago.org/city/en/depts/cdot/provdrs/construction_information/svcs/online-permit-portal.html,https://www.cityofchicago.org/content/dam/city/depts/cdot/Hansen8/FAQ/CDOT_Public_Way_Permits_Freight_Tunnel.pdf
17530,Department of Human Resources,https://www.cityofchicago.org/city/en/depts/dhr/supp_info/health_welfare_2100.html,https://www.cityofchicago.org/content/dam/city/depts/dhr/supp_info/JobSpecifications/HealthWelfare/2100_Building_Inspection_Series/2120_MANAGER_OF_REGULATORY_REVIEW_GR0610.pdf
27372,None,https://www.cityofchicago.org/cityarchives/procurement/auctions/auctionapr242004/trucks301_320.html,https://www.cityofchicago.org/cityarchives/procurement/auctions/auctionapr242004/301.pdf
19889,Department of Water Management,https://www.cityofchicago.org/city/en/depts/water/supp_info/archived_constructionreports/2013_water_and_sewermainprojects/november.html,https://www.cityofchicago.org/content/dam/city/depts/water/supp_info/arcConRpt/2013construction/11Nov/20131111_Stewart_34w.pdf
2976,Department of Procurement Services,https://www.cityofchicago.org/city/en/depts/dps/supp_info/2001_november_bidtabulations.html,https://www.cityofchicago.org/content/dam/city/depts/dps/BidTabs1999to2004/2001BidTabs/Nov/B09648003a.11.7.01.pdf
677,Department of Buildings,https://www.cityofchicago.org/city/en/depts/bldgs/provdrs/stand_plan/svcs/code_clarificationsandinterpretations.html,https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Building%20Code/CodeMemorandumGasDistributionPipingInsideBldngsRev.pdf
19157,Department of Water Management,https://www.cityofchicago.org/city/en/depts/water/supp_info/archived_constructionreports/2015_water_and_sewer_projects/may2015.html,https://www.cityofchicago.org/content/dam/city/depts/water/supp_info/arcConRpt/2015construction/May%202015/20150511_AlleyEastHalsted_06w.pdf
8061,Department of Water Management,https://www.cityofchicago.org/city/en/depts/water/supp_info/archived_constructionreports/2012_water_and_sewermainprojects.html,https://www.cityofchicago.org/content/dam/city/depts/water/supp_info/arcConRpt/2012cnstRpts/july/20120730_Damen_32w.pdf
11114,Board of Ethics,https://www.cityofchicago.org/city/en/depts/ethics/supp_info/ao-represent.html,https://www.cityofchicago.org/dam/city/depts/ethics/general/AO_RepresentingOthers/03027.A.pdf
15998,Department of Planning and Development,https://www.cityofchicago.org/city/en/depts/dcd/supp_info/district_annual_reports2011.html,https://www.cityofchicago.org/content/dam/city/depts/dcd/tif/11reports/T_034_NorthBranchSouthAR11.pdf
9003,Department of Public Health,https://www.cityofchicago.org/city/en/depts/cdph/supp_info/boh/2016-board-of-health-meetings.html,https://www.cityofchicago.org/content/dam/city/depts/cdph/policy_planning/Board_of_Health/BOHMinutes5182016.pdf
15575,Department of Planning and Development,https://www.cityofchicago.org/city/en/depts/dcd/supp_info/district_annual_reports2009.html,https://www.cityofchicago.org/content/dam/city/depts/dcd/tif/09reports/T_098_63rdPulaskiAR09.pdf
22306,Department of Planning and Development,https://www.cityofchicago.org/city/en/depts/dcd/supp_info/special_service_areasandproviderlist.html,https://www.cityofchicago.org/content/dam/city/depts/dcd/ssa/2011SSA/SSA172010AuditDRAFT.pdf
2489,Department of Procurement Services,https://www.cityofchicago.org/city/en/depts/dps/supp_info/2001_april_bid_tabulations.html,https://www.cityofchicago.org/content/dam/city/depts/dps/BidTabs1999to2004/2001BidTabs/Apr/C925990002(C3D).4.17.01.pdf
23725,Department of Planning and Development,https://www.cityofchicago.org/city/en/depts/dcd/supp_info/zba-decision---1987-present.html,https://www.cityofchicago.org/content/dam/city/depts/zlup/Administrative_Reviews_and_Approvals/Publications/ZBAsignedresolutions/2004_01JAN_signed_resolutions_OCR.pdf
20831,Department of Human Resources,https://www.cityofchicago.org/city/en/depts/dhr/supp_info/public_safety_services9100series.html,https://www.cityofchicago.org/content/dam/city/depts/dhr/supp_info/JobSpecifications/PublicSafetyServices/9100_PoliceGeneralDutySeries/9101_Community%20Organizer-Caps.pdf
